Date,Part_ID,Price,Quantity,Cost,Revenue,Margin
2024-09-27,Oil_Filter_B,14.36,279,5.21,4006.44,2552.8499999999995
2024-09-27,Spark_Plug_C,27.26,156,8.07,4252.56,2993.6400000000003
2024-09-27,Air_Filter_D,19.95,211,6.82,4209.45,2770.43
2024-09-27,Shock_Absorber_E,134.93,33,60.2,4452.6900000000005,2466.09
2024-09-28,Brake_Pad_A,46.78,87,19.75,4069.86,2351.61
2024-09-28,Oil_Filter_B,13.2,305,5.14,4026.0,2458.2999999999997
2024-09-28,Spark_Plug_C,22.9,189,8.34,4328.099999999999,2751.8399999999997
2024-09-28,Air_Filter_D,21.26,208,6.71,4422.08,3026.4
2024-09-28,Shock_Absorber_E,137.44,37,60.51,5085.28,2846.4100000000003
2024-09-29,Brake_Pad_A,39.73,133,20.3,5284.089999999999,2584.1899999999996
2024-09-29,Oil_Filter_B,13.85,299,5.09,4141.15,2619.24
2024-09-29,Spark_Plug_C,25.86,190,7.86,4913.4,3420.0
2024-09-29,Air_Filter_D,18.49,254,6.8,4696.46,2969.2599999999993
2024-09-29,Shock_Absorber_E,110.6,48,58.41,5308.799999999999,2505.12
2024-09-30,Brake_Pad_A,38.52,104,19.01,4006.0800000000004,2029.0400000000002
2024-09-30,Oil_Filter_B,15.81,276,4.83,4363.56,3030.48
2024-09-30,Spark_Plug_C,27.18,163,8.1,4430.34,3110.0399999999995
2024-09-30,Air_Filter_D,18.85,233,7.22,4392.05,2709.7900000000004
2024-09-30,Shock_Absorber_E,116.41,63,61.63,7333.83,3451.1399999999994
2024-10-01,Brake_Pad_A,44.78,101,19.4,4522.78,2563.38
2024-10-01,Oil_Filter_B,16.37,271,5.23,4436.27,3018.94
2024-10-01,Spark_Plug_C,21.62,206,8.06,4453.72,2793.36
2024-10-01,Air_Filter_D,20.87,180,6.66,3756.6000000000004,2557.8
2024-10-01,Shock_Absorber_E,122.41,56,61.94,6854.96,3386.3199999999997
2024-10-02,Brake_Pad_A,38.43,110,20.0,4227.3,2027.3
2024-10-02,Oil_Filter_B,13.07,311,5.13,4064.77,2469.34
2024-10-02,Spark_Plug_C,24.89,165,7.74,4106.85,2829.7499999999995
2024-10-02,Air_Filter_D,22.23,207,7.32,4601.61,3086.37
2024-10-02,Shock_Absorber_E,120.66,32,58.52,3861.12,1988.4799999999998
2024-10-03,Brake_Pad_A,49.1,81,20.51,3977.1,2315.79
2024-10-03,Oil_Filter_B,13.35,299,4.79,3991.65,2559.4399999999996
2024-10-03,Spark_Plug_C,24.38,203,7.68,4949.139999999999,3390.1
2024-10-03,Air_Filter_D,17.54,245,6.74,4297.3,2645.9999999999995
2024-10-03,Shock_Absorber_E,127.92,30,59.14,3837.6,2063.4
2024-10-04,Brake_Pad_A,48.9,74,19.47,3618.6,2177.82
2024-10-04,Oil_Filter_B,15.96,278,5.18,4436.88,2996.84
2024-10-04,Spark_Plug_C,25.7,155,7.73,3983.5,2785.35
2024-10-04,Air_Filter_D,21.2,224,7.0,4748.8,3180.7999999999997
2024-10-04,Shock_Absorber_E,131.33,49,62.7,6435.170000000001,3362.8700000000003
2024-10-05,Brake_Pad_A,45.48,86,19.99,3911.2799999999997,2192.14
2024-10-05,Oil_Filter_B,14.87,271,5.17,4029.77,2628.7
2024-10-05,Spark_Plug_C,24.28,181,8.06,4394.68,2935.8199999999997
2024-10-05,Air_Filter_D,18.43,259,6.88,4773.37,2991.4500000000003
2024-10-05,Shock_Absorber_E,105.85,52,58.83,5504.2,2445.04
2024-10-06,Brake_Pad_A,40.53,101,19.07,4093.53,2167.46
2024-10-06,Oil_Filter_B,14.2,284,4.93,4032.7999999999997,2632.68
2024-10-06,Spark_Plug_C,24.6,223,7.81,5485.8,3744.1700000000005
2024-10-06,Air_Filter_D,18.46,242,6.79,4467.320000000001,2824.1400000000003
2024-10-06,Shock_Absorber_E,127.53,45,60.38,5738.85,3021.7500000000005
2024-10-07,Brake_Pad_A,41.02,108,20.71,4430.160000000001,2193.4800000000005
2024-10-07,Oil_Filter_B,13.64,314,5.11,4282.96,2678.4200000000005
2024-10-07,Spark_Plug_C,23.64,218,7.74,5153.52,3466.2000000000003
2024-10-07,Air_Filter_D,19.96,200,7.31,3992.0,2530.0000000000005
2024-10-07,Shock_Absorber_E,137.15,32,60.27,4388.8,2460.16
2024-10-08,Brake_Pad_A,41.89,104,20.98,4356.56,2174.64
2024-10-08,Oil_Filter_B,13.94,295,4.81,4112.3,2693.35
2024-10-08,Spark_Plug_C,21.28,243,7.84,5171.04,3265.9200000000005
2024-10-08,Air_Filter_D,17.91,241,7.18,4316.31,2585.9300000000003
2024-10-08,Shock_Absorber_E,121.43,32,57.61,3885.76,2042.2400000000002
2024-10-09,Brake_Pad_A,43.79,111,20.6,4860.69,2574.0899999999997
2024-10-09,Oil_Filter_B,14.85,266,5.19,3950.1,2569.56
2024-10-09,Spark_Plug_C,27.12,146,7.99,3959.52,2792.9800000000005
2024-10-09,Air_Filter_D,20.75,249,7.03,5166.75,3416.2799999999997
2024-10-09,Shock_Absorber_E,103.81,45,57.19,4671.45,2097.9
2024-10-10,Brake_Pad_A,48.29,89,20.67,4297.8099999999995,2458.18
2024-10-10,Oil_Filter_B,13.45,285,4.94,3833.25,2425.3499999999995
2024-10-10,Spark_Plug_C,23.16,202,8.39,4678.32,2983.54
2024-10-10,Air_Filter_D,17.34,240,7.09,4161.6,2460.0
2024-10-10,Shock_Absorber_E,103.96,69,60.16,7173.24,3022.2
2024-10-11,Brake_Pad_A,45.83,78,19.64,3574.74,2042.8199999999997
2024-10-11,Oil_Filter_B,15.42,250,5.24,3855.0,2545.0
2024-10-11,Spark_Plug_C,21.41,242,7.84,5181.22,3283.94
2024-10-11,Air_Filter_D,17.81,234,7.1,4167.54,2506.14
2024-10-11,Shock_Absorber_E,130.18,50,57.94,6509.0,3612.0000000000005
2024-10-12,Brake_Pad_A,41.54,111,19.15,4610.94,2485.29
2024-10-12,Oil_Filter_B,15.91,254,5.08,4041.14,2750.82
2024-10-12,Spark_Plug_C,21.93,252,7.87,5526.36,3543.12
2024-10-12,Air_Filter_D,19.41,198,6.74,3843.18,2508.66
2024-10-12,Shock_Absorber_E,116.43,45,61.82,5239.35,2457.4500000000003
2024-10-13,Brake_Pad_A,40.32,99,19.3,3991.68,2080.98
2024-10-13,Oil_Filter_B,16.34,263,4.93,4297.42,3000.83
2024-10-13,Spark_Plug_C,22.04,223,8.39,4914.92,3043.95
2024-10-13,Air_Filter_D,21.68,203,7.29,4401.04,2921.17
2024-10-13,Shock_Absorber_E,121.95,36,62.06,4390.2,2156.04
2024-10-14,Brake_Pad_A,46.95,90,20.79,4225.5,2354.4000000000005
2024-10-14,Oil_Filter_B,16.89,222,5.12,3749.58,2612.94
2024-10-14,Spark_Plug_C,26.93,165,8.24,4443.45,3083.8499999999995
2024-10-14,Air_Filter_D,21.32,188,6.77,4008.16,2735.4
2024-10-14,Shock_Absorber_E,114.15,51,60.98,5821.650000000001,2711.6700000000005
2024-10-15,Brake_Pad_A,49.54,72,20.7,3566.88,2076.48
2024-10-15,Oil_Filter_B,13.45,269,5.07,3618.0499999999997,2254.22
2024-10-15,Spark_Plug_C,23.88,219,8.04,5229.719999999999,3468.96
2024-10-15,Air_Filter_D,20.55,226,6.91,4644.3,3082.6400000000003
2024-10-15,Shock_Absorber_E,132.37,31,60.38,4103.47,2231.6900000000005
2024-10-16,Brake_Pad_A,48.54,88,20.14,4271.5199999999995,2499.2
2024-10-16,Oil_Filter_B,16.65,246,4.98,4095.8999999999996,2870.8199999999997
2024-10-16,Spark_Plug_C,22.32,210,7.86,4687.2,3036.6000000000004
2024-10-16,Air_Filter_D,22.21,223,6.71,4952.83,3456.5
2024-10-16,Shock_Absorber_E,128.08,36,59.66,4610.88,2463.120000000001
2024-10-17,Brake_Pad_A,44.8,99,19.89,4435.2,2466.0899999999997
2024-10-17,Oil_Filter_B,14.44,273,5.15,3942.12,2536.1699999999996
2024-10-17,Spark_Plug_C,23.96,194,7.82,4648.24,3131.1600000000003
2024-10-17,Air_Filter_D,18.67,272,7.05,5078.240000000001,3160.6400000000003
2024-10-17,Shock_Absorber_E,125.32,42,59.16,5263.44,2778.72
2024-10-18,Brake_Pad_A,39.35,103,19.11,4053.05,2084.7200000000003
2024-10-18,Oil_Filter_B,12.92,317,5.0,4095.64,2510.64
2024-10-18,Spark_Plug_C,23.07,215,7.75,4960.05,3293.8
2024-10-18,Air_Filter_D,19.76,219,7.1,4327.4400000000005,2772.5400000000004
2024-10-18,Shock_Absorber_E,125.43,48,57.44,6020.64,3263.5200000000004
2024-10-19,Brake_Pad_A,41.94,105,20.04,4403.7,2299.5
2024-10-19,Oil_Filter_B,12.92,310,5.23,4005.2,2383.8999999999996
2024-10-19,Spark_Plug_C,25.3,176,8.14,4452.8,3020.16
2024-10-19,Air_Filter_D,17.39,259,6.98,4504.01,2696.19
2024-10-19,Shock_Absorber_E,118.4,48,57.99,5683.200000000001,2899.6800000000003
2024-10-20,Brake_Pad_A,45.05,101,19.68,4550.049999999999,2562.37
2024-10-20,Oil_Filter_B,16.96,272,4.77,4613.12,3315.6800000000003
2024-10-20,Spark_Plug_C,26.81,181,8.02,4852.61,3400.99
2024-10-20,Air_Filter_D,17.17,251,7.09,4309.67,2530.0800000000004
2024-10-20,Shock_Absorber_E,122.06,49,60.39,5980.9400000000005,3021.83
2024-10-21,Brake_Pad_A,39.44,104,20.39,4101.76,1981.1999999999998
2024-10-21,Oil_Filter_B,17.21,233,4.91,4009.9300000000003,2865.9
2024-10-21,Spark_Plug_C,24.55,203,8.31,4983.650000000001,3296.7200000000003
2024-10-21,Air_Filter_D,18.22,270,7.27,4919.4,2956.5
2024-10-21,Shock_Absorber_E,113.85,46,62.64,5237.099999999999,2355.66
2024-10-22,Brake_Pad_A,38.9,103,19.79,4006.7,1968.33
2024-10-22,Oil_Filter_B,13.65,290,5.21,3958.5,2447.6000000000004
2024-10-22,Spark_Plug_C,26.96,161,7.81,4340.56,3083.1500000000005
2024-10-22,Air_Filter_D,19.62,244,7.06,4787.280000000001,3064.6400000000003
2024-10-22,Shock_Absorber_E,127.97,40,60.37,5118.8,2704.0
2024-10-23,Brake_Pad_A,45.71,76,20.06,3473.96,1949.4
2024-10-23,Oil_Filter_B,13.96,290,4.99,4048.4,2601.3
2024-10-23,Spark_Plug_C,21.73,226,8.4,4910.9800000000005,3012.58
2024-10-23,Air_Filter_D,19.58,224,6.78,4385.92,2867.1999999999994
2024-10-23,Shock_Absorber_E,124.16,41,59.08,5090.5599999999995,2668.2799999999997
2024-10-24,Brake_Pad_A,41.83,92,19.11,3848.3599999999997,2090.24
2024-10-24,Oil_Filter_B,15.17,240,5.13,3640.8,2409.6
2024-10-24,Spark_Plug_C,26.18,183,8.38,4790.94,3257.3999999999996
2024-10-24,Air_Filter_D,21.28,239,6.73,5085.92,3477.4500000000003
2024-10-24,Shock_Absorber_E,121.01,36,59.89,4356.360000000001,2200.32
2024-10-25,Brake_Pad_A,46.65,87,19.77,4058.5499999999997,2338.56
2024-10-25,Oil_Filter_B,14.66,289,4.9,4236.74,2820.64
2024-10-25,Spark_Plug_C,24.33,171,7.62,4160.429999999999,2857.4099999999994
2024-10-25,Air_Filter_D,18.33,262,6.71,4802.459999999999,3044.439999999999
2024-10-25,Shock_Absorber_E,119.08,53,62.49,6311.24,2999.27
2024-10-26,Brake_Pad_A,49.79,85,20.57,4232.15,2483.7
2024-10-26,Oil_Filter_B,16.55,267,4.87,4418.85,3118.56
2024-10-26,Spark_Plug_C,27.59,142,7.77,3917.78,2814.44
2024-10-26,Air_Filter_D,21.76,194,7.35,4221.4400000000005,2795.5400000000004
2024-10-26,Shock_Absorber_E,102.89,71,62.05,7305.19,2899.6400000000003
2024-10-27,Brake_Pad_A,45.74,82,20.78,3750.6800000000003,2046.72
2024-10-27,Oil_Filter_B,14.82,281,5.15,4164.42,2717.27
2024-10-27,Spark_Plug_C,28.5,141,7.67,4018.5,2937.0299999999997
2024-10-27,Air_Filter_D,20.35,224,6.96,4558.400000000001,2999.36
2024-10-27,Shock_Absorber_E,114.03,51,57.05,5815.53,2905.98
2024-10-28,Brake_Pad_A,48.52,89,19.11,4318.280000000001,2617.4900000000002
2024-10-28,Oil_Filter_B,16.15,296,4.91,4780.4,3327.0399999999995
2024-10-28,Spark_Plug_C,22.63,215,7.88,4865.45,3171.25
2024-10-28,Air_Filter_D,21.18,218,6.94,4617.24,3104.3199999999997
2024-10-28,Shock_Absorber_E,122.24,53,61.24,6478.719999999999,3232.9999999999995
2024-10-29,Brake_Pad_A,50.67,73,20.14,3698.9100000000003,2228.69
2024-10-29,Oil_Filter_B,16.72,284,4.79,4748.48,3388.12
2024-10-29,Spark_Plug_C,26.27,166,7.64,4360.82,3092.58
2024-10-29,Air_Filter_D,18.15,266,6.86,4827.9,3003.14
2024-10-29,Shock_Absorber_E,115.82,57,58.63,6601.74,3259.8299999999995
2024-10-30,Brake_Pad_A,39.84,98,20.16,3904.32,1928.6400000000003
2024-10-30,Oil_Filter_B,15.15,276,5.15,4181.400000000001,2760.0
2024-10-30,Spark_Plug_C,25.17,162,8.03,4077.5400000000004,2776.6800000000003
2024-10-30,Air_Filter_D,22.62,194,7.18,4388.28,2995.36
2024-10-30,Shock_Absorber_E,110.92,34,61.37,3771.28,1684.7
2024-10-31,Brake_Pad_A,40.95,98,20.45,4013.1000000000004,2009.0000000000005
2024-10-31,Oil_Filter_B,13.26,298,5.02,3951.48,2455.52
2024-10-31,Spark_Plug_C,27.39,146,8.15,3998.94,2809.0400000000004
2024-10-31,Air_Filter_D,20.34,234,6.75,4759.56,3180.06
2024-10-31,Shock_Absorber_E,125.97,42,59.03,5290.74,2811.48
2024-11-01,Brake_Pad_A,50.49,82,19.9,4140.18,2508.38
2024-11-01,Oil_Filter_B,16.15,274,5.2,4425.099999999999,3000.2999999999997
2024-11-01,Spark_Plug_C,23.26,200,8.32,4652.0,2988.0000000000005
2024-11-01,Air_Filter_D,21.11,235,7.26,4960.849999999999,3254.75
2024-11-01,Shock_Absorber_E,113.54,43,59.51,4882.22,2323.2900000000004
2024-11-02,Brake_Pad_A,41.64,95,19.59,3955.8,2094.75
2024-11-02,Oil_Filter_B,15.33,267,5.12,4093.11,2726.07
2024-11-02,Spark_Plug_C,27.95,165,8.2,4611.75,3258.75
2024-11-02,Air_Filter_D,17.91,235,7.22,4208.85,2512.15
2024-11-02,Shock_Absorber_E,110.87,39,62.15,4323.93,1900.0800000000002
2024-11-03,Brake_Pad_A,46.81,80,20.06,3744.8,2140.0000000000005
2024-11-03,Oil_Filter_B,15.7,252,4.9,3956.3999999999996,2721.6
2024-11-03,Spark_Plug_C,26.46,163,7.66,4312.9800000000005,3064.4
2024-11-03,Air_Filter_D,21.74,198,7.21,4304.5199999999995,2876.9399999999996
2024-11-03,Shock_Absorber_E,122.23,49,59.13,5989.27,3091.9
2024-11-04,Brake_Pad_A,49.17,77,20.49,3786.09,2208.36
2024-11-04,Oil_Filter_B,14.46,274,5.16,3962.0400000000004,2548.2000000000003
2024-11-04,Spark_Plug_C,28.22,155,8.32,4374.099999999999,3084.5
2024-11-04,Air_Filter_D,17.59,247,7.23,4344.73,2558.92
2024-11-04,Shock_Absorber_E,132.85,36,59.63,4782.599999999999,2635.92
2024-11-05,Brake_Pad_A,41.36,95,19.15,3929.2,2109.9500000000003
2024-11-05,Oil_Filter_B,16.47,252,4.79,4150.44,2943.36
2024-11-05,Spark_Plug_C,23.78,212,7.78,5041.360000000001,3392.0
2024-11-05,Air_Filter_D,22.6,197,7.04,4452.200000000001,3065.3200000000006
2024-11-05,Shock_Absorber_E,135.98,48,57.68,6527.039999999999,3758.399999999999
2024-11-06,Brake_Pad_A,45.95,102,20.99,4686.900000000001,2545.9200000000005
2024-11-06,Oil_Filter_B,15.81,260,5.03,4110.6,2802.8
2024-11-06,Spark_Plug_C,23.53,178,7.96,4188.34,2771.46
2024-11-06,Air_Filter_D,22.02,200,6.76,4404.0,3052.0
2024-11-06,Shock_Absorber_E,107.91,52,62.43,5611.32,2364.96
2024-11-07,Brake_Pad_A,51.41,71,19.66,3650.1099999999997,2254.2499999999995
2024-11-07,Oil_Filter_B,13.26,328,4.83,4349.28,2765.04
2024-11-07,Spark_Plug_C,24.47,181,7.96,4429.07,2988.3099999999995
2024-11-07,Air_Filter_D,22.94,170,6.99,3899.8,2711.5
2024-11-07,Shock_Absorber_E,120.11,42,62.25,5044.62,2430.12
2024-11-08,Brake_Pad_A,50.92,88,20.1,4480.96,2712.16
2024-11-08,Oil_Filter_B,16.47,247,4.91,4068.0899999999997,2855.3199999999997
2024-11-08,Spark_Plug_C,24.76,179,8.02,4432.04,2996.4600000000005
2024-11-08,Air_Filter_D,17.34,242,6.98,4196.28,2507.12
2024-11-08,Shock_Absorber_E,117.6,55,59.56,6468.0,3192.1999999999994
2024-11-09,Brake_Pad_A,42.76,93,19.1,3976.68,2200.3799999999997
2024-11-09,Oil_Filter_B,12.81,331,4.82,4240.110000000001,2644.69
2024-11-09,Spark_Plug_C,23.02,236,8.17,5432.72,3504.6
2024-11-09,Air_Filter_D,19.89,233,7.33,4634.37,2926.48
2024-11-09,Shock_Absorber_E,109.75,63,58.28,6914.25,3242.61
2024-11-10,Brake_Pad_A,47.38,84,19.18,3979.92,2368.8
2024-11-10,Oil_Filter_B,15.05,305,4.83,4590.25,3117.1000000000004
2024-11-10,Spark_Plug_C,24.0,201,8.37,4824.0,3141.63
2024-11-10,Air_Filter_D,22.49,190,6.71,4273.099999999999,2998.1999999999994
2024-11-10,Shock_Absorber_E,134.74,31,59.69,4176.9400000000005,2326.55
2024-11-11,Brake_Pad_A,46.34,72,20.86,3336.4800000000005,1834.5600000000004
2024-11-11,Oil_Filter_B,16.84,267,4.91,4496.28,3185.31
2024-11-11,Spark_Plug_C,25.96,166,8.11,4309.360000000001,2963.1000000000004
2024-11-11,Air_Filter_D,17.43,291,6.7,5072.13,3122.4300000000003
2024-11-11,Shock_Absorber_E,121.16,41,58.08,4967.5599999999995,2586.2799999999997
2024-11-12,Brake_Pad_A,46.05,114,19.17,5249.7,3064.3199999999997
2024-11-12,Oil_Filter_B,15.54,262,4.97,4071.4799999999996,2769.34
2024-11-12,Spark_Plug_C,22.7,200,7.81,4540.0,2978.0
2024-11-12,Air_Filter_D,21.6,201,6.98,4341.6,2938.6200000000003
2024-11-12,Shock_Absorber_E,135.96,47,59.15,6390.120000000001,3610.07
2024-11-13,Brake_Pad_A,40.27,106,20.8,4268.62,2063.82
2024-11-13,Oil_Filter_B,16.94,247,5.2,4184.18,2899.7800000000007
2024-11-13,Spark_Plug_C,27.3,160,7.76,4368.0,3126.3999999999996
2024-11-13,Air_Filter_D,17.23,276,6.69,4755.4800000000005,2909.04
2024-11-13,Shock_Absorber_E,110.32,54,62.87,5957.28,2562.2999999999997
2024-11-14,Brake_Pad_A,40.96,95,19.35,3891.2000000000003,2052.95
2024-11-14,Oil_Filter_B,14.46,314,4.96,4540.4400000000005,2983.0
2024-11-14,Spark_Plug_C,28.26,126,8.05,3560.76,2546.46
2024-11-14,Air_Filter_D,20.69,231,7.1,4779.39,3139.2900000000004
2024-11-14,Shock_Absorber_E,113.54,40,57.77,4541.6,2230.8
2024-11-15,Brake_Pad_A,51.04,79,20.53,4032.16,2410.29
2024-11-15,Oil_Filter_B,14.99,270,5.18,4047.3,2648.7000000000003
2024-11-15,Spark_Plug_C,26.3,142,8.21,3734.6,2568.78
2024-11-15,Air_Filter_D,17.82,247,6.66,4401.54,2756.52
2024-11-15,Shock_Absorber_E,129.1,40,57.04,5164.0,2882.4
2024-11-16,Brake_Pad_A,49.31,80,20.35,3944.8,2316.8
2024-11-16,Oil_Filter_B,15.91,306,4.95,4868.46,3353.76
2024-11-16,Spark_Plug_C,28.4,159,7.7,4515.599999999999,3291.2999999999997
2024-11-16,Air_Filter_D,22.06,205,6.98,4522.3,3091.3999999999996
2024-11-16,Shock_Absorber_E,109.16,58,59.48,6331.28,2881.44
2024-11-17,Brake_Pad_A,45.63,90,20.66,4106.7,2247.3
2024-11-17,Oil_Filter_B,16.22,220,5.02,3568.3999999999996,2464.0
2024-11-17,Spark_Plug_C,28.26,169,7.84,4775.9400000000005,3450.9800000000005
2024-11-17,Air_Filter_D,19.58,237,6.67,4640.46,3059.6699999999996
2024-11-17,Shock_Absorber_E,136.09,31,57.5,4218.79,2436.29
2024-11-18,Brake_Pad_A,50.78,83,20.82,4214.74,2486.6800000000003
2024-11-18,Oil_Filter_B,14.31,297,4.84,4250.07,2812.59
2024-11-18,Spark_Plug_C,27.48,173,7.9,4754.04,3387.3399999999997
2024-11-18,Air_Filter_D,20.2,217,7.21,4383.4,2818.8299999999995
2024-11-18,Shock_Absorber_E,112.07,46,62.19,5155.219999999999,2294.4799999999996
2024-11-19,Brake_Pad_A,41.51,85,20.5,3528.35,1785.85
2024-11-19,Oil_Filter_B,15.23,293,5.0,4462.39,2997.3900000000003
2024-11-19,Spark_Plug_C,21.55,216,7.83,4654.8,2963.52
2024-11-19,Air_Filter_D,20.51,232,7.24,4758.320000000001,3078.6400000000003
2024-11-19,Shock_Absorber_E,111.54,53,60.98,5911.62,2679.6800000000003
2024-11-20,Brake_Pad_A,48.83,82,19.3,4004.06,2421.4599999999996
2024-11-20,Oil_Filter_B,16.95,249,4.76,4220.55,3035.31
2024-11-20,Spark_Plug_C,22.79,215,8.02,4899.849999999999,3175.5499999999997
2024-11-20,Air_Filter_D,22.58,207,6.73,4674.0599999999995,3280.9499999999994
2024-11-20,Shock_Absorber_E,130.9,49,60.12,6414.1,3468.2200000000003
2024-11-21,Brake_Pad_A,47.39,96,20.2,4549.4400000000005,2610.2400000000002
2024-11-21,Oil_Filter_B,12.9,317,4.84,4089.3,2555.02
2024-11-21,Spark_Plug_C,23.99,197,7.66,4726.03,3217.0099999999998
2024-11-21,Air_Filter_D,20.02,218,7.1,4364.36,2816.56
2024-11-21,Shock_Absorber_E,122.04,50,61.59,6102.0,3022.5
2024-11-22,Brake_Pad_A,44.09,96,19.04,4232.64,2404.8
2024-11-22,Oil_Filter_B,15.69,277,4.79,4346.13,3019.2999999999997
2024-11-22,Spark_Plug_C,21.93,255,7.7,5592.15,3628.65
2024-11-22,Air_Filter_D,19.14,249,6.68,4765.860000000001,3102.5400000000004
2024-11-22,Shock_Absorber_E,110.52,66,58.21,7294.32,3452.4599999999996
2024-11-23,Brake_Pad_A,51.2,83,19.13,4249.6,2661.8100000000004
2024-11-23,Oil_Filter_B,12.88,305,4.96,3928.4,2415.6000000000004
2024-11-23,Spark_Plug_C,26.65,193,7.75,5143.45,3647.7
2024-11-23,Air_Filter_D,20.1,258,6.7,5185.8,3457.2000000000007
2024-11-23,Shock_Absorber_E,126.93,43,57.73,5457.990000000001,2975.600000000001
2024-11-24,Brake_Pad_A,45.46,106,19.96,4818.76,2703.0
2024-11-24,Oil_Filter_B,13.07,304,5.22,3973.28,2386.4
2024-11-24,Spark_Plug_C,23.37,207,7.73,4837.59,3237.48
2024-11-24,Air_Filter_D,19.92,248,7.09,4940.160000000001,3181.8400000000006
2024-11-24,Shock_Absorber_E,126.09,34,58.59,4287.06,2295.0
2024-11-25,Brake_Pad_A,50.85,87,19.44,4423.95,2732.67
2024-11-25,Oil_Filter_B,14.74,293,4.8,4318.82,2912.4200000000005
2024-11-25,Spark_Plug_C,28.47,173,8.26,4925.3099999999995,3496.33
2024-11-25,Air_Filter_D,20.11,233,7.06,4685.63,3040.65
2024-11-25,Shock_Absorber_E,128.28,40,61.2,5131.2,2683.2
2024-11-26,Brake_Pad_A,47.85,87,19.48,4162.95,2468.19
2024-11-26,Oil_Filter_B,14.92,308,5.12,4595.36,3018.4
2024-11-26,Spark_Plug_C,21.98,242,8.0,5319.16,3383.1600000000003
2024-11-26,Air_Filter_D,18.4,252,7.19,4636.799999999999,2824.919999999999
2024-11-26,Shock_Absorber_E,110.21,69,59.28,7604.49,3514.1699999999996
2024-11-27,Brake_Pad_A,45.03,97,19.97,4367.91,2430.82
2024-11-27,Oil_Filter_B,15.02,266,5.02,3995.3199999999997,2660.0
2024-11-27,Spark_Plug_C,22.23,258,7.71,5735.34,3746.16
2024-11-27,Air_Filter_D,20.11,219,6.93,4404.09,2886.42
2024-11-27,Shock_Absorber_E,115.79,58,58.02,6715.820000000001,3350.6600000000003
2024-11-28,Brake_Pad_A,41.86,104,20.22,4353.44,2250.56
2024-11-28,Oil_Filter_B,15.3,307,4.87,4697.1,3202.0099999999998
2024-11-28,Spark_Plug_C,22.24,217,8.38,4826.08,3007.6199999999994
2024-11-28,Air_Filter_D,22.16,193,6.95,4276.88,2935.53
2024-11-28,Shock_Absorber_E,102.34,64,60.26,6549.76,2693.1200000000003
2024-11-29,Brake_Pad_A,42.82,100,20.74,4282.0,2208.0
2024-11-29,Oil_Filter_B,15.73,271,5.2,4262.83,2853.63
2024-11-29,Spark_Plug_C,22.15,229,7.64,5072.349999999999,3322.7899999999995
2024-11-29,Air_Filter_D,21.01,245,7.22,5147.450000000001,3378.5500000000006
2024-11-29,Shock_Absorber_E,132.72,49,62.42,6503.28,3444.7
2024-11-30,Brake_Pad_A,42.58,103,19.09,4385.74,2419.47
2024-11-30,Oil_Filter_B,15.99,268,4.85,4285.32,2985.52
2024-11-30,Spark_Plug_C,26.27,153,7.91,4019.31,2809.08
2024-11-30,Air_Filter_D,19.91,232,7.32,4619.12,2920.88
2024-11-30,Shock_Absorber_E,125.1,53,57.57,6630.299999999999,3579.09
2024-12-01,Brake_Pad_A,48.49,90,19.11,4364.1,2644.2000000000003
2024-12-01,Oil_Filter_B,13.38,319,5.0,4268.22,2673.2200000000003
2024-12-01,Spark_Plug_C,25.34,178,8.27,4510.5199999999995,3038.46
2024-12-01,Air_Filter_D,21.33,197,6.99,4202.009999999999,2824.9799999999996
2024-12-01,Shock_Absorber_E,107.79,59,60.84,6359.610000000001,2770.05
2024-12-02,Brake_Pad_A,39.99,108,20.78,4318.92,2074.6800000000003
2024-12-02,Oil_Filter_B,12.93,352,4.9,4551.36,2826.56
2024-12-02,Spark_Plug_C,27.17,169,7.89,4591.7300000000005,3258.32
2024-12-02,Air_Filter_D,17.4,282,7.31,4906.799999999999,2845.38
2024-12-02,Shock_Absorber_E,110.86,56,61.22,6208.16,2779.84
2024-12-03,Brake_Pad_A,39.17,102,20.48,3995.34,1906.38
2024-12-03,Oil_Filter_B,13.6,314,5.18,4270.4,2643.88
2024-12-03,Spark_Plug_C,28.32,159,7.79,4502.88,3264.27
2024-12-03,Air_Filter_D,17.3,264,7.02,4567.2,2713.92
2024-12-03,Shock_Absorber_E,135.99,35,59.94,4759.650000000001,2661.7500000000005
2024-12-04,Brake_Pad_A,45.17,88,19.94,3974.96,2220.2400000000002
2024-12-04,Oil_Filter_B,15.93,307,4.77,4890.51,3426.12
2024-12-04,Spark_Plug_C,24.97,193,8.21,4819.21,3234.68
2024-12-04,Air_Filter_D,22.91,240,7.26,5498.4,3756.0
2024-12-04,Shock_Absorber_E,127.36,42,62.1,5349.12,2740.9199999999996
2024-12-05,Brake_Pad_A,44.73,93,20.16,4159.889999999999,2285.0099999999998
2024-12-05,Oil_Filter_B,13.6,338,5.07,4596.8,2883.14
2024-12-05,Spark_Plug_C,22.0,237,7.66,5214.0,3398.58
2024-12-05,Air_Filter_D,20.16,233,6.71,4697.28,3133.85
2024-12-05,Shock_Absorber_E,117.52,51,58.95,5993.5199999999995,2987.0699999999997
2024-12-06,Brake_Pad_A,39.53,110,19.05,4348.3,2252.8
2024-12-06,Oil_Filter_B,16.4,270,4.78,4428.0,3137.399999999999
2024-12-06,Spark_Plug_C,22.47,247,7.8,5550.09,3623.4899999999993
